"Media ID","Series Title","Episode Sort Title","Episode Title","Year","Season","Episode","Content Rating","Summary","Rating","User Rating","Studio","Originally Aired","Directors","Writers","Duration","Added","Updated","Poster url","Collection","Locked Fields","View Count"
"24201","All in the Family","N/A","Gloria Discovers Women's Lib","1971","1","11","TV-G","Gloria spars with Mike when she feels she is not recognized as an equal partner in the marriage.","6.0","N/A","CBS","1971-03-23","N/A","Norman Lear - Sandy Stern","0:25:40","2018-07-09","2018-07-14","/library/metadata/24201/thumb/1531604042","N/A","N/A","N/A"
"24202","All in the Family","N/A","Success Story","1971","1","12","TV-G","Archie's old army buddy has achieved success and wealth but not happiness.","7.0","N/A","CBS","1971-03-30","John Rich","Burt Styler","0:26:07","2018-07-09","2018-07-14","/library/metadata/24202/thumb/1531604042","N/A","N/A","N/A"
"24203","All in the Family","First and Last Supper","The First and Last Supper","1971","1","13","TV-G","The Jeffersons come to dinner at the Bunkers' without  racist husband George, who refuses to socialize with his white neighbors.","7.0","N/A","CBS","1971-04-06","John Rich","Jerry Mayer","0:25:53","2018-07-09","2018-07-14","/library/metadata/24203/thumb/1531604042","N/A","N/A","N/A"
"24208","All in the Family","Saga of Cousin Oscar","The Saga of Cousin Oscar","1971","2","1","TV-G","Archie's strange cousin dies in the upstairs bedroom.","N/A","N/A","CBS","1971-09-18","John Rich - Burt Styler","Norman Lear - Burt Styler","0:25:36","2018-07-09","2018-07-14","/library/metadata/24208/thumb/1531604042","N/A","N/A","N/A"
"24209","All in the Family","N/A","Gloria Poses in the Nude","1971","2","2","TV-G","Mike has second thoughts after Gloria poses nude for an artist friend.","7.0","N/A","CBS","1971-09-25","John Rich","Norman Lear - Michael Ross","0:26:01","2018-07-09","2018-07-14","/library/metadata/24209/thumb/1531604042","N/A","N/A","N/A"
"24210","All in the Family","N/A","Archie in the Lock-Up","1971","2","3","TV-G","Archie is arrested along with a group of radicals at a protest rally.","7.0","N/A","CBS","1971-10-02","John Rich - Paul Wayne","Paul Wayne - Michael Ross","0:25:49","2018-07-09","2018-07-14","/library/metadata/24210/thumb/1531604042","N/A","N/A","N/A"
"24211","All in the Family","N/A","Edith Writes a Song","1971","2","4","TV-G","Two black burglars hide in the Bunkers' house after robbing a jewelry store.","7.0","N/A","CBS","1971-10-09","John Rich","Lee Kalcheim","0:26:11","2018-07-09","2018-07-14","/library/metadata/24211/thumb/1531604042","N/A","N/A","N/A"
"24212","All in the Family","N/A","Flashback: Mike Meets Archie","1971","2","5","TV-G","On the Stivics' first anniversary, the family recalls the day Archie and Michael met.","6.0","N/A","CBS","1971-10-16","N/A","Phil Mishkin - Rob Reiner","0:26:08","2018-07-09","2018-07-14","/library/metadata/24212/thumb/1531604042","N/A","N/A","N/A"
"24213","All in the Family","Election Story","The Election Story","1971","2","6","TV-G","Mike and Gloria campaign for the liberal candidate in a local election, while Archie places himself in the opposing camp.","N/A","N/A","CBS","1971-10-30","John Rich","Michael Ross - Bernie West","0:25:59","2018-07-09","2018-07-14","/library/metadata/24213/thumb/1531604042","N/A","N/A","N/A"
"24214","All in the Family","N/A","Edith's Accident","1971","2","7","TV-G","A priest visits to reward Edith's honesty for leaving a note on his car after she accidentally dents it with a can of peaches.","N/A","N/A","CBS","1971-11-06","John Rich - Tom August - Helen August","Michael Ross - Bernie West","0:25:43","2018-07-09","2018-07-14","/library/metadata/24214/thumb/1531604042","N/A","N/A","N/A"
"24215","All in the Family","Blockbuster","The Blockbuster","1971","2","8","TV-G","An unscrupulous real-estate salesman tempts Archie to sell his house to a black family at an inflated price.","N/A","N/A","CBS","1971-11-13","John Rich - Austin Kalish - Irma Kalish","Austin Kalish - Irma Kalish","0:25:49","2018-07-09","2018-07-14","/library/metadata/24215/thumb/1531604042","N/A","N/A","N/A"
"24216","All in the Family","N/A","Mike's Problem","1971","2","9","TV-G","Mike's nervousness over his grades renders him temporarily impotent.","N/A","N/A","CBS","1971-11-20","John Rich - Alan J. Levitt","Alan J. Levitt - Phil Mishkin","0:25:57","2018-07-09","2018-07-14","/library/metadata/24216/thumb/1531604042","N/A","N/A","N/A"
"24217","All in the Family","Insurance Is Canceled","The Insurance Is Canceled","1971","2","10","TV-G","Archie's insurance policy is canceled when his neighborhood is redlined as a bad risk.","N/A","N/A","CBS","1971-11-27","John Rich - Lee Kalcheim","Lee Kalcheim - Michael Ross","0:26:09","2018-07-09","2018-07-14","/library/metadata/24217/thumb/1531604042","N/A","N/A","N/A"
"24218","All in the Family","Man in the Street","The Man in the Street","1971","2","11","TV-G","Archie is the subject of a man-on-the-street interview scheduled to appear on the evening news.","N/A","N/A","CBS","1971-12-04","John Rich - Lennie Weinrib - Paul Harrison","Don Nicholl - Lennie Weinrib","0:26:10","2018-07-09","2018-07-14","/library/metadata/24218/thumb/1531604042","N/A","N/A","N/A"
"24219","All in the Family","N/A","Cousin Maude's Visit","1971","2","12","TV-G","Everyone in the family is sick, so Edith calls Cousin Maude to help out.","N/A","N/A","CBS","1971-12-11","John Rich - Phil Mishkin","Phil Mishkin - Michael Ross","0:25:57","2018-07-09","2018-07-14","/library/metadata/24219/thumb/1531604042","N/A","N/A","N/A"
"24220","All in the Family","N/A","Christmas Day at the Bunkers'","1971","2","13","TV-G","Archie complains that he was passed over for a Christmas bonus.","N/A","N/A","CBS","1971-12-18","N/A","Don Nicholl","0:26:09","2018-07-09","2018-07-14","/library/metadata/24220/thumb/1531604042","N/A","N/A","N/A"
"24221","All in the Family","Elevator Story","The Elevator Story","1972","2","14","TV-G","Archie is stuck in an elevator with a pregant Puerto Rican and her husband, an aging hippie and a black businessman.","N/A","N/A","CBS","1972-01-01","John Rich","Alan J. Levitt","0:26:10","2018-07-09","2018-07-14","/library/metadata/24221/thumb/1531604042","N/A","N/A","N/A"
"24222","All in the Family","N/A","Edith's Problem","1972","2","15","TV-G","Edith is suddenly moody and irritable with the approach of menopause.","N/A","N/A","CBS","1972-01-08","N/A","Burt Styler","0:26:03","2018-07-09","2018-07-14","/library/metadata/24222/thumb/1531604043","N/A","N/A","N/A"
"24223","All in the Family","N/A","Archie and the FBI","1972","2","16","TV-G","Archie's paranoia during a mysterious government investigation drives him to betray a long-standing friendship.","N/A","N/A","CBS","1972-01-15","John Rich","Susan Harris - Michael Ross","0:26:03","2018-07-09","2018-07-14","/library/metadata/24223/thumb/1531604043","N/A","N/A","N/A"
"24224","All in the Family","N/A","Mike's Mysterious Son","1972","2","17","TV-G","Mike's old girlfriend claims he is the father of her young son.","N/A","N/A","CBS","1972-01-22","John Rich","Warren S. Murray","0:25:48","2018-07-09","2018-07-14","/library/metadata/24224/thumb/1531604043","N/A","N/A","N/A"
"24225","All in the Family","N/A","Archie Sees a Mugging","1972","2","18","TV-G","Archie refuses to get involed with the police, even though he's the only witness to a neighborhood mugging.","N/A","N/A","CBS","1972-01-29","John Rich - Henry Garson","Phil Mishkin - Don Nicholl","0:25:50","2018-07-09","2018-07-14","/library/metadata/24225/thumb/1531604043","N/A","N/A","N/A"
"24226","All in the Family","N/A","Archie and Edith, Alone","1972","2","19","TV-G","The Bunkers are alone for eight days while Mike and Gloria visit a commune.","N/A","N/A","CBS","1972-02-05","N/A","Lee Kalcheim - Don Nicholl","0:25:57","2018-07-09","2018-07-14","/library/metadata/24226/thumb/1531604043","N/A","N/A","N/A"
"24227","All in the Family","N/A","Edith Gets a Mink","1972","2","20","TV-G","Archie won't let Edith accept a mink stolen from her cousin, until he sees a chance to make a big profit.","N/A","N/A","CBS","1972-02-12","John Rich - Dave Pollack - Elias Davis","Don Nicholl - Dave Pollack","0:25:55","2018-07-09","2018-07-14","/library/metadata/24227/thumb/1531604043","N/A","N/A","N/A"
"24228","All in the Family","N/A","Sammy's Visit","1972","2","21","TV-G","Sammy Davis Jr. visits the Bunkers and plants a kiss on Archie's cheek.","N/A","N/A","CBS","1972-02-19","John Rich","Bill Dana","0:25:51","2018-07-09","2018-07-14","/library/metadata/24228/thumb/1531604043","N/A","N/A","N/A"
"24229","All in the Family","N/A","Edith the Judge","1972","2","22","TV-G","Edith arbitrates a dispute between Archie and the irate proprietor of a laundromat.","N/A","N/A","CBS","1972-02-26","John Rich","Lee Kalcheim","0:26:02","2018-07-09","2018-07-14","/library/metadata/24229/thumb/1531604043","N/A","N/A","N/A"
"24230","All in the Family","N/A","Archie Is Jealous","1972","2","23","TV-G","Archie is disturbed to discover Edith once spent an entire weekend with an old beau.","N/A","N/A","CBS","1972-03-04","John Rich","Rod Parker","0:26:00","2018-07-09","2018-07-14","/library/metadata/24230/thumb/1531604043","N/A","N/A","N/A"
"24231","All in the Family","N/A","Maude","1972","2","24","TV-G","Archie and Edith visit cousin Maude and her soon-to-be-married daughter. ","N/A","N/A","CBS","1972-03-11","John Rich","Rod Parker","0:26:02","2018-07-09","2018-07-14","/library/metadata/24231/thumb/1531604043","N/A","N/A","N/A"
"24233","All in the Family","N/A","Archie and the Editorial","1972","3","1","TV-G","Archie rails against gun control in a TV editorial.","10.0","N/A","CBS","1972-09-16","Norman Campbell - George Bloom","George Bloom - Don Nicholl","0:25:30","2018-07-09","2018-07-14","/library/metadata/24233/thumb/1531604043","N/A","N/A","N/A"
"24234","All in the Family","N/A","Archie's Fraud","1972","3","2","TV-G","After Munson tells Archie that he is reporting Archie's income from driving his cab, Archie goes to the tax office to amend his return. ","8.0","N/A","CBS","1972-09-23","Norman Campbell","Michael Rosst - Bernie West","0:25:34","2018-07-09","2018-07-14","/library/metadata/24234/thumb/1531604043","N/A","N/A","N/A"
"24235","All in the Family","Threat","The Threat","1972","3","3","TV-G","The attractive young wife of Archie's old army buddy spends an eventful night at the Bunkers'.","7.0","N/A","CBS","1972-09-30","John Rich - Bill Manhoff - Michael Elias","Michael Elias - Lila Garrett","0:25:07","2018-07-09","2018-07-14","/library/metadata/24235/thumb/1531604043","N/A","N/A","N/A"
"24236","All in the Family","N/A","Gloria and the Riddle","1972","3","4","TV-G","Gloria stumps Mike and Archie with a riddle that Edith easily answers.","6.0","N/A","CBS","1972-10-07","Bob Livingston - Robert H. Livingston - Bob Lahendro","Don Nicho - Don Nicholl","0:25:37","2018-07-09","2018-07-14","/library/metadata/24236/thumb/1531604043","N/A","N/A","N/A"
"24237","All in the Family","N/A","Lionel Steps Out","1972","3","5","TV-G","Archie is aghast to find out that his visiting niece plans to go out dancing with Lionel Jefferson.","9.0","N/A","CBS","1972-10-14","N/A","N/A","0:25:34","2018-07-09","2018-07-14","/library/metadata/24237/thumb/1531604043","N/A","N/A","N/A"
"24238","All in the Family","N/A","Edith Flips Her Wig","1972","3","6","TV-G","Edith is worried she may be a kleptomaniac after she absent-mindedly takes a wig from a department store.","8.0","N/A","CBS","1972-10-21","Hal Cooper","Sam Locke - Olga Vallance","0:25:28","2018-07-09","2018-07-14","/library/metadata/24238/thumb/1531604044","N/A","N/A","N/A"
"24239","All in the Family","Bunkers and the Swingers","The Bunkers and the Swingers","1972","3","7","TV-G","Edith unwillingly invites a pair of wife-swapping swingers to dinner when she responds to a newspaper ad for pen pals.","10.0","N/A","CBS","1972-10-28","John Rich - Bob Lahendro - Norman Lear","Lee Kalcheim - Michael Ross","0:25:32","2018-07-09","2018-07-14","/library/metadata/24239/thumb/1531604044","N/A","N/A","N/A"
"24240","All in the Family","N/A","Mike Comes Into Money","1972","3","8","TV-G","Mike sparks a family feud when he donates to George McGovern's campaign instead of paying Archie for room and board.","7.0","N/A","CBS","1972-11-04","John Rich - Burt Styler","Burt Styler - Norman Lear","0:25:33","2018-07-09","2018-07-14","/library/metadata/24240/thumb/1531604044","N/A","N/A","N/A"
"24241","All in the Family","N/A","Flashback: Mike and Gloria's Wedding (Part 1)","1972","3","9","TV-G","On the Stivics' second anniversary, the family recalls the comedy of errors that transpired on the wedding day.","9.0","N/A","CBS","1972-11-11","John Rich - Bob Lahendro","Rob Reiner - Phil Mishkin","0:25:27","2018-07-09","2018-07-14","/library/metadata/24241/thumb/1531604044","N/A","N/A","N/A"
"24242","All in the Family","N/A","Flashback: Mike and Gloria's Wedding (Part 2)","1972","3","10","TV-G","Continuation of the flashback to the Stivics' wedding, when Michael's uncle insists that the marriage be performed by a Catholic priest.","8.0","N/A","CBS","1972-11-18","John Rich - Bob Lahendro","Rob Reiner - Phil Mishkin","0:25:32","2018-07-09","2018-07-14","/library/metadata/24242/thumb/1531604044","N/A","N/A","N/A"
"24243","All in the Family","Locket","The Locket","1972","3","11","TV-G","Archie conspires to use an insurance claim to turn Edith's missing locket into a new TV set.","8.0","N/A","CBS","1972-11-26","N/A","N/A","0:25:20","2018-07-09","2018-07-14","/library/metadata/24243/thumb/1531604044","N/A","N/A","N/A"
"24244","All in the Family","N/A","Mike's Appendix","1972","3","12","TV-G","Mike's emergency appendectomy precipitates an argument between Archie and Gloria regarding the proficiency of women doctors.","7.0","N/A","CBS","1972-12-02","N/A","N/A","0:25:26","2018-07-09","2018-07-14","/library/metadata/24244/thumb/1531604044","N/A","N/A","N/A"
"24245","All in the Family","N/A","Edith's Winning Ticket","1972","3","13","TV-G","The family discovers an old winning lottery ticket, but Edith claims the ticket doesn't belong to her.","8.0","N/A","CBS","1972-12-09","N/A","N/A","0:25:30","2018-07-09","2018-07-14","/library/metadata/24245/thumb/1531604044","N/A","N/A","N/A"
"24246","All in the Family","N/A","Archie and the Bowling Team","1972","3","14","TV-G","Archie gets a shot to try out for a prestigious bowling team.","8.0","N/A","CBS","1972-12-16","N/A","N/A","0:25:10","2018-07-09","2018-07-14","/library/metadata/24246/thumb/1531604044","N/A","N/A","N/A"
"24247","All in the Family","N/A","Archie in the Hospital","1973","3","15","TV-G","Archie befriends the other patient in his hospital room, unaware that his neighbor is black.","7.0","N/A","CBS","1973-01-06","John Rich - Bob Lahendro - Stanley Ralph Ross","Don Nicholl","0:25:14","2018-07-09","2018-07-14","/library/metadata/24247/thumb/1531604044","N/A","N/A","N/A"
"24248","All in the Family","N/A","Oh Say Can You See","1973","3","16","TV-G","After a visit from a friend who has a young and beautiful companion, Archie realizes how lucky he is to have Edith.","8.0","N/A","CBS","1973-01-20","John Rich - Bob Lahendro","Michael Ross - Bernie West","0:24:58","2018-07-09","2018-07-14","/library/metadata/24248/thumb/1531604044","N/A","N/A","N/A"
"24249","All in the Family","N/A","Archie Goes Too Far","1973","3","17","TV-G","Edith and Gloria end the latest family brawl when they storm out of the house to spend the night on their own.","8.0","N/A","CBS","1973-01-27","John Rich - Bob Lahendro","Austin - Irma Kalish","0:25:32","2018-07-09","2018-07-14","/library/metadata/24249/thumb/1531604044","N/A","N/A","N/A"
"24250","All in the Family","N/A","Class Reunion","1973","3","18","TV-G","Archie refuses to come to Edith's high-school reunion until he finds out that one of her beaus will be attending.","7.0","N/A","CBS","1973-02-10","John Rich - Bob Lahendro - Stanley Ralph Ross","Don Nicholl","0:25:28","2018-07-09","2018-07-14","/library/metadata/24250/thumb/1531604044","N/A","N/A","N/A"
"24251","All in the Family","N/A","Hot Watch","1973","3","19","TV-G","Archie's expensive watch may be stolen.","8.0","N/A","CBS","1973-02-17","John Rich - Bob Lahendro","Sam Locke - Olga Vallance","0:25:33","2018-07-09","2018-07-14","/library/metadata/24251/thumb/1531604044","N/A","N/A","N/A"
"24252","All in the Family","N/A","Archie Is Branded","1973","3","20","TV-G","Archie wakes up to find a swastika painted on his front door.","9.0","N/A","CBS","1973-02-24","John Rich - Bob Lahendro","Vincent Bogert","0:25:35","2018-07-09","2018-07-14","/library/metadata/24252/thumb/1531604044","N/A","N/A","N/A"
"24253","All in the Family","N/A","Everybody Tells the Truth","1973","3","21","TV-G","The family recounts vastly different versions of the same encounter with a pair of handymen in the kitchen.","9.0","N/A","CBS","1973-03-03","John Rich - Bob Lahendro","Don Nicholl","0:25:31","2018-07-09","2018-07-14","/library/metadata/24253/thumb/1531604044","N/A","N/A","N/A"
"24254","All in the Family","N/A","Archie Learns His Lesson","1973","3","22","TV-G","Archie attends night-school classes to qualify for a high-school diploma.","9.0","N/A","CBS","1973-03-10","N/A","Michael Ross - Bernie West","0:25:25","2018-07-09","2018-07-14","/library/metadata/24254/thumb/1531604044","N/A","N/A","N/A"
"24255","All in the Family","N/A","Gloria the Victim","1973","3","23","TV-G","After an attempted sexual assault, Gloria suffers through the legal aftermath of reporting the crime.","7.0","N/A","CBS","1973-03-17","John Rich - Bob Lahendro","Don Nicholl - Austin Kalish","0:25:31","2018-07-09","2018-07-14","/library/metadata/24255/thumb/1531604044","N/A","N/A","N/A"
"24256","All in the Family","Battle of the Month","The Battle of the Month","1973","3","24","TV-G","Gloria challenges Edith about her constant acquiescence to Archie's whims.","8.0","N/A","CBS","1973-03-24","N/A","Michael Ross - Bernie West","0:24:47","2018-07-09","2018-07-14","/library/metadata/24256/thumb/1531604044","N/A","N/A","N/A"
"24258","All in the Family","N/A","We're Having a Heat Wave","1973","4","1","TV-G","Henry Jefferson joins Archie in trying to prevent a Hispanic family from moving into the neighborhood.","9.0","N/A","CBS","1973-09-15","John Rich","Michael Ross - Bernie West","0:25:36","2018-07-10","2018-07-14","/library/metadata/24258/thumb/1531604044","N/A","N/A","N/A"
"24259","All in the Family","N/A","We're Still Having a Heat Wave","1973","4","2","TV-G","As the Lorenzos settle in, Archie grows jealous of Edith's friendship with Irene.","9.0","N/A","CBS","1973-09-22","John Rich - Paul Wayne","Paul Wayne - Michael Ross","0:25:38","2018-07-10","2018-07-14","/library/metadata/24259/thumb/1531604044","N/A","N/A","N/A"
"24260","All in the Family","N/A","Edith Finds an Old Man","1973","4","3","TV-G","Edith befriends a lonely old man.","8.0","N/A","CBS","1973-09-29","John Rich","Lee Kalcheim","0:25:20","2018-07-10","2018-07-14","/library/metadata/24260/thumb/1531604045","N/A","N/A","N/A"
"24261","All in the Family","N/A","Archie and the Kiss","1973","4","4","TV-G","Gloria's erotic sculpture upsets Archie.","8.0","N/A","CBS","1973-10-06","N/A","John Rappaport","0:24:47","2018-07-10","2018-07-14","/library/metadata/24261/thumb/1531604045","N/A","N/A","N/A"
"24262","All in the Family","N/A","Archie the Gambler","1973","4","5","TV-G","Edith is disturbed to find out that Archie has been betting on horse races again.","8.0","N/A","CBS","1973-10-13","N/A","Michael Ross - Bernie West","0:25:08","2018-07-10","2018-07-14","/library/metadata/24262/thumb/1531604045","N/A","N/A","N/A"
"24263","All in the Family","N/A","Henry's Farewell","1973","4","6","TV-G","Archie finally meets George Jefferson at Henry's going-away party.","9.0","N/A","CBS","1973-10-20","N/A","Don Nicholl","0:25:37","2018-07-10","2018-07-14","/library/metadata/24263/thumb/1531604045","N/A","N/A","N/A"
"24264","All in the Family","N/A","Archie and the Computer","1973","4","7","TV-G","A computer informs Archie that he's been declared dead.","9.0","N/A","CBS","1973-10-27","John Rich - Bob Lahendro","Lloyd Turner - Gordon Mitchell","0:25:26","2018-07-10","2018-07-14","/library/metadata/24264/thumb/1531604045","N/A","N/A","N/A"
"24265","All in the Family","Games Bunkers Play","The Games Bunkers Play","1973","4","8","TV-G","Mike refuses to accept criticism during an informal group-therapy game.","9.0","N/A","CBS","1973-11-03","N/A","Michael Ross - Bernie West","0:25:20","2018-07-10","2018-07-14","/library/metadata/24265/thumb/1531604045","N/A","N/A","N/A"
"24266","All in the Family","N/A","Edith's Conversion","1973","4","9","TV-G","Archie thinks Irene Lorenzo is trying to convert Edith to Catholicism.","9.0","N/A","CBS","1973-11-10","John Rich - Bob Lahendro","Ray Taylor - Don Nicholl","0:25:26","2018-07-10","2018-07-14","/library/metadata/24266/thumb/1531604045","N/A","N/A","N/A"
"24267","All in the Family","N/A","Archie in the Cellar","1973","4","10","TV-G","Locked in his cellar with a bottle of vodka, Archie spends a long night contemplating his life.","7.0","N/A","CBS","1973-11-17","John Rich - Bob Lahendro","Don Nicholl","0:25:36","2018-07-10","2018-07-14","/library/metadata/24267/thumb/1531604045","N/A","N/A","N/A"
"24268","All in the Family","N/A","Black Is the Color of My True Love's Wig","1973","4","11","TV-G","Gloria's new wig raises Michael's libido.","8.0","N/A","CBS","1973-11-24","N/A","Michael Morris","0:24:59","2018-07-10","2018-07-14","/library/metadata/24268/thumb/1531604045","N/A","N/A","N/A"
"24269","All in the Family","N/A","Second Honeymoon","1973","4","12","TV-G","Archie and Edith rekindle their romance during a second honeymoon in Atlantic City.","7.0","N/A","CBS","1973-12-01","John Rich - Bob Lahendro","Warren S. Murray - Michael Ross","0:25:28","2018-07-10","2018-07-14","/library/metadata/24269/thumb/1531604045","N/A","N/A","N/A"
"24270","All in the Family","Taxi Caper","The Taxi Caper","1973","4","13","TV-G","An influential politician attempts to dissuade Archie from pressing charges against his son.","8.0","N/A","CBS","1973-12-08","John Rich - Bob Lahendro","Dennis Klein","0:25:32","2018-07-10","2018-07-14","/library/metadata/24270/thumb/1531604045","N/A","N/A","N/A"
"24271","All in the Family","N/A","Archie is Cursed","1973","4","14","TV-G","Irene challenges Archie to a pool match, but he begs off, complaining of a sore back.","8.0","N/A","CBS","1973-12-15","John Rich - Bob Lahendro","John Rappaport - Michael Ross","0:25:35","2018-07-10","2018-07-14","/library/metadata/24271/thumb/1531604045","N/A","N/A","N/A"
"24272","All in the Family","N/A","Edith's Christmas Story","1973","4","15","TV-G","During the Christmas holidays, Edith tries to hide the fact that she may have breast cancer.","N/A","N/A","CBS","1973-12-22","N/A","Don Nicholl - Austin Kalish","0:25:03","2018-07-10","2018-07-14","/library/metadata/24272/thumb/1531604045","N/A","N/A","N/A"
"24273","All in the Family","N/A","Mike and Gloria Mix It Up","1974","4","16","TV-G","Michael is put off by Gloria's romantic aggressiveness.","7.0","N/A","CBS","1974-01-05","N/A","Michael Ross - Bernie West","0:25:39","2018-07-10","2018-07-14","/library/metadata/24273/thumb/1531604046","N/A","N/A","N/A"
"24274","All in the Family","N/A","Archie Feels Left Out","1974","4","17","TV-G","Archie refuses to attend his own birthday party.","9.0","N/A","CBS","1974-01-12","John Rich - Bob Lahendro","Paul Lichtman - Howard Storm","0:25:14","2018-07-10","2018-07-14","/library/metadata/24274/thumb/1531604046","N/A","N/A","N/A"
"24275","All in the Family","N/A","Et Tu, Archie","1974","4","18","TV-G","Archie sabotages an old friend's efforts to land a job at the loading dock because he's afraid the man might be in line for his position.","7.0","N/A","CBS","1974-01-26","John Rich - Bob Lahendro","Mickey Rose - Lila Garrett","0:25:06","2018-07-10","2018-07-14","/library/metadata/24275/thumb/1531604046","N/A","N/A","N/A"
"24276","All in the Family","N/A","Gloria's Boyfriend","1974","4","19","TV-G","Archie's misconceptions run amok when Gloria befriends the retarded box boy from the local market.","7.0","N/A","CBS","1974-02-02","John Rich - Bob Lahendro","Bud Wiser - Don Nicholl","0:25:37","2018-07-10","2018-07-14","/library/metadata/24276/thumb/1531604046","N/A","N/A","N/A"
"24277","All in the Family","N/A","Lionel's Engagement","1974","4","20","TV-G","The family attends Lionel's engagement party, where his parents discover that one of his fiancé's parents is white.","9.0","N/A","CBS","1974-02-09","John Rich","Michael Ross - Bernie West","0:25:38","2018-07-10","2018-07-14","/library/metadata/24277/thumb/1531604046","N/A","N/A","N/A"
"24278","All in the Family","N/A","Archie Eats and Runs","1974","4","21","TV-G","The Bunkers are in a panic after Archie eats a stew made from mushrooms that might have been contaminated.","7.0","N/A","CBS","1974-02-16","John Rich","Michael Ross - Bernie West","0:25:40","2018-07-10","2018-07-14","/library/metadata/24278/thumb/1531604046","N/A","N/A","N/A"
"24279","All in the Family","N/A","Gloria Sings the Blues","1974","4","22","TV-G","Gloria is bewildered after she falls temporarily out of life with Michael, until she discovers her mother went through the same thing with Archie.","6.0","N/A","CBS","1974-03-02","N/A","Michael Ross - Bernie West","0:25:02","2018-07-10","2018-07-14","/library/metadata/24279/thumb/1531604046","N/A","N/A","N/A"
"24280","All in the Family","N/A","Pay the Twenty Dollars","1974","4","23","TV-G","Archie unwillingly passes George Jefferson a counterfeit twenty-dollar bill.","8.0","N/A","CBS","1974-03-09","N/A","Robert L. Goodwin - Woody Kling","0:25:33","2018-07-10","2018-07-14","/library/metadata/24280/thumb/1531604046","N/A","N/A","N/A"
